year,state_name,district_name,registration_circles,murder,homicide,hit_and_run,acdnt_other_than_hit_and_run_,dowry_deaths,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_suicide,miscarr_infant_foetic_aband,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,vlntrly_caus_grvus_hurt,acid_attack,grvus_hrt_lf_safety,assault_on_women,sex_hrrsmt_other_places,voyeurism,stalking,other_kidnp_abduc,kidnp_abdctn_murder,kidnp_abdctn_marrg,proc_minor_girls,human_trafficking,rape,ofnc_agnst_state_other,rioting_sectarian,rioting_political,rioting_agrarian,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,extortion_and_blackmailing,robbery,dacoity,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,cheating,forgery,sale_food_drugs,rash_driving_pub_way,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crlty_husbnd_relatives,criminal_intimidation,insult_modesty_women,other_ipc_crimes
2017,Tamil Nadu,Virudhunagar,Virudhunagar,49.0,3.0,31.0,321.0,2.0,6.0,52.0,1.0,1.0,254.0,18.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,14.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,120.0,0.0,0.0,3.0,2.0,21.0,0.0,0.0,909.0
2017,Tamil Nadu,Chennai,Other Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Telangana,Hyderabad,Hyderabad Commissionerate,64.0,12.0,222.0,136.0,27.0,46.0,129.0,7.0,9.0,1250.0,69.0,261.0,91.0,1.0,17.0,202.0,14.0,8.0,103.0,200.0,0.0,10.0,1.0,14.0,59.0,2.0,0.0,5.0,0.0,0.0,5.0,889.0,65.0,128.0,6.0,0.0,9.0,2.0,0.0,0.0,1519.0,334.0,45.0,451.0,1.0,0.0,16.0,197.0,1278.0,235.0,160.0,1096.0
2017,Telangana,Karimnagar,Karimnagar Commissionerate,19.0,3.0,4.0,0.0,6.0,41.0,27.0,0.0,0.0,550.0,12.0,388.0,56.0,0.0,0.0,144.0,0.0,0.0,19.0,0.0,0.0,13.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,18.0,1.0,0.0,1.0,0.0,25.0,0.0,369.0,0.0,0.0,75.0,0.0,0.0,9.0,175.0,241.0,11.0,2.0,881.0
2017,Telangana,Khammam,Khammam Commissionerate,30.0,3.0,28.0,299.0,5.0,30.0,39.0,23.0,0.0,616.0,25.0,6.0,21.0,1.0,0.0,102.0,47.0,3.0,60.0,72.0,0.0,5.0,1.0,1.0,12.0,0.0,0.0,1.0,3.0,0.0,9.0,124.0,22.0,11.0,0.0,0.0,2.0,7.0,12.0,1.0,283.0,2.0,386.0,1792.0,0.0,0.0,24.0,328.0,228.0,103.0,27.0,192.0
2017,Telangana,Nizamabad,Nizamabad Commissionerate,27.0,6.0,20.0,213.0,6.0,21.0,21.0,10.0,7.0,418.0,53.0,4.0,21.0,0.0,1.0,29.0,20.0,2.0,29.0,7.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,149.0,15.0,8.0,3.0,0.0,0.0,3.0,12.0,1.0,190.0,0.0,5.0,87.0,4.0,6.0,20.0,163.0,278.0,157.0,43.0,125.0
2017,Telangana,Yadadri Bhuvanagiri,Rachakonda Commissionerate,69.0,14.0,676.0,0.0,30.0,31.0,94.0,0.0,0.0,1393.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,0.0,219.0,16.0,0.0,6.0,0.0,0.0,0.0,1400.0,126.0,0.0,1965.0,0.0,0.0,0.0,0.0,946.0,0.0,82.0,4206.0
2017,Telangana,Peddapalli,Ramagundam Commissionerate,41.0,8.0,31.0,248.0,7.0,38.0,77.0,20.0,2.0,774.0,61.0,402.0,41.0,0.0,139.0,70.0,15.0,8.0,65.0,25.0,1.0,7.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,437.0,0.0,336.0,102.0,1.0,14.0,26.0,352.0,263.0,40.0,45.0,286.0
2017,Telangana,Siddipet,Siddipet Commissionerate,25.0,3.0,15.0,202.0,12.0,23.0,12.0,3.0,0.0,470.0,32.0,0.0,39.0,0.0,0.0,56.0,14.0,3.0,49.0,5.0,0.0,4.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,3.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,130.0,15.0,0.0,70.0,0.0,0.0,4.0,157.0,208.0,15.0,15.0,393.0
2017,Telangana,Warangal,Warangal Commissionerate,51.0,8.0,14.0,390.0,29.0,52.0,59.0,1.0,0.0,1120.0,46.0,3.0,27.0,0.0,2.0,75.0,53.0,5.0,65.0,14.0,0.0,25.0,16.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,91.0,1.0,15.0,2.0,0.0,1.0,0.0,18.0,0.0,444.0,0.0,0.0,125.0,0.0,0.0,34.0,0.0,387.0,13.0,76.0,1688.0
2017,Telangana,Adilabad,Adilabad,9.0,3.0,1.0,101.0,3.0,15.0,28.0,7.0,4.0,286.0,0.0,0.0,10.0,0.0,0.0,31.0,9.0,0.0,18.0,3.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,3.0,12.0,0.0,3.0,0.0,0.0,0.0,74.0,1.0,67.0,58.0,0.0,14.0,10.0,44.0,151.0,102.0,21.0,59.0
2017,Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,32.0,2.0,22.0,212.0,11.0,29.0,37.0,5.0,0.0,453.0,6.0,1.0,14.0,0.0,0.0,95.0,23.0,4.0,48.0,46.0,0.0,6.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,106.0,14.0,16.0,860.0,1.0,8.0,17.0,142.0,238.0,47.0,29.0,330.0
2017,Telangana,Jayashankar Bhupalapally,Jayashankar Bhupalpalli,18.0,10.0,0.0,110.0,9.0,20.0,28.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,3.0,12.0,6.0,0.0,23.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,238.0,0.0,0.0,0.0,0.0,94.0,0.0,17.0,686.0
2017,Telangana,Jogulamba Gadwal,Jogulamba Gadwal,7.0,3.0,0.0,98.0,0.0,17.0,7.0,4.0,0.0,270.0,10.0,10.0,3.0,0.0,1.0,24.0,20.0,2.0,12.0,8.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,205.0,21.0,13.0,43.0,0.0,3.0,10.0,86.0,39.0,4.0,10.0,91.0
2017,Telangana,Kamareddy,Kamareddy,23.0,4.0,11.0,148.0,5.0,12.0,17.0,3.0,2.0,288.0,23.0,2.0,2.0,0.0,0.0,7.0,20.0,0.0,18.0,9.0,0.0,0.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,54.0,0.0,0.0,13.0,119.0,122.0,29.0,12.0,120.0
2017,Telangana,Kumuram Bheem Asifabad,Kumaram Bheem Asifabad,15.0,2.0,3.0,55.0,1.0,13.0,18.0,4.0,0.0,241.0,12.0,93.0,4.0,0.0,5.0,16.0,22.0,2.0,18.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,17.0,2.0,0.0,0.0,2.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0,44.0,40.0,3.0,5.0,9.0,28.0,85.0,105.0,7.0,34.0
2017,Telangana,Mahabubabad,Mahabubabad,19.0,2.0,1.0,135.0,5.0,21.0,18.0,6.0,0.0,406.0,17.0,5.0,0.0,0.0,0.0,40.0,14.0,0.0,26.0,6.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,325.0,32.0,0.0,0.0,14.0,80.0,85.0,5.0,12.0,419.0
2017,Telangana,Mahabubnagar,Mahabubnagar,27.0,2.0,29.0,238.0,4.0,21.0,20.0,4.0,3.0,406.0,0.0,353.0,3.0,0.0,17.0,45.0,43.0,3.0,19.0,4.0,0.0,42.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,155.0,19.0,0.0,59.0,0.0,0.0,15.0,28.0,128.0,0.0,4.0,491.0
2017,Telangana,Medak,Medak,25.0,8.0,153.0,0.0,3.0,2.0,15.0,1.0,0.0,265.0,0.0,0.0,9.0,0.0,0.0,7.0,9.0,3.0,16.0,1.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,145.0,0.0,9.0,371.0
2017,Telangana,Nagarkurnool,Nagarkurnool,23.0,7.0,32.0,450.0,7.0,16.0,29.0,2.0,0.0,412.0,0.0,0.0,7.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,143.0,8.0,67.0,0.0,0.0,0.0,5.0,98.0,77.0,0.0,14.0,145.0
2017,Telangana,Nalgonda,Nalgonda,39.0,5.0,24.0,342.0,9.0,31.0,58.0,14.0,4.0,890.0,0.0,0.0,3.0,0.0,0.0,73.0,38.0,15.0,51.0,5.0,0.0,5.0,0.0,7.0,34.0,1.0,0.0,0.0,0.0,0.0,15.0,49.0,2.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,10.0,2.0,8.0,0.0,0.0,28.0,125.0,304.0,0.0,108.0,1172.0
2017,Telangana,Nirmal,Nirmal,15.0,8.0,2.0,115.0,6.0,12.0,14.0,9.0,0.0,281.0,25.0,0.0,10.0,0.0,0.0,10.0,13.0,4.0,14.0,10.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,91.0,52.0,0.0,5.0,12.0,101.0,148.0,120.0,8.0,76.0
2017,Telangana,Rajanna Sircilla,Rajanna Siricilla,17.0,1.0,65.0,0.0,4.0,15.0,26.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,683.0
2017,Telangana,Sangareddy,Sangareddy,37.0,13.0,60.0,281.0,14.0,16.0,45.0,4.0,2.0,360.0,32.0,6.0,9.0,0.0,0.0,60.0,11.0,7.0,20.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,18.0,5.0,0.0,0.0,1.0,15.0,0.0,1.0,53.0,31.0,42.0,0.0,0.0,0.0,28.0,97.0,172.0,0.0,29.0,397.0
2017,Telangana,Suryapet,Suryapet,25.0,2.0,30.0,198.0,2.0,18.0,48.0,16.0,2.0,791.0,31.0,22.0,60.0,0.0,38.0,58.0,42.0,5.0,48.0,38.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,13.0,20.0,48.0,2.0,7.0,19.0,5.0,223.0,1.0,74.0,1215.0
2017,Telangana,Vikarabad,Vikarabad,21.0,4.0,16.0,118.0,4.0,15.0,24.0,10.0,1.0,283.0,20.0,6.0,5.0,1.0,0.0,26.0,14.0,0.0,10.0,17.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,8.0,0.0,14.0,0.0,9.0,10.0,34.0,153.0,44.0,21.0,100.0
2017,Telangana,Wanaparthy,Wanaparthy,15.0,2.0,6.0,86.0,1.0,12.0,8.0,0.0,0.0,228.0,6.0,193.0,5.0,0.0,26.0,16.0,15.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,32.0,0.0,0.0,8.0,40.0,70.0,0.0,0.0,37.0
2017,Telangana,Hyderabad,Railway Police Secunderabad,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0
2017,Tripura,Dhalai,Dhalai,13.0,0.0,4.0,9.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,27.0,24.0,22.0,0.0,1.0
2017,Tripura,Gomati,Gomati,12.0,0.0,0.0,17.0,4.0,1.0,3.0,0.0,1.0,17.0,3.0,0.0,77.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,51.0,0.0,2.0,98.0
2017,Tripura,West Tripura,Grp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017,Tripura,Khowai,Kowai,14.0,0.0,0.0,12.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
2017,Tripura,North Tripura,North,14.0,0.0,15.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,78.0
2017,Tripura,Unakoti,Sipahijala,19.0,3.0,5.0,16.0,3.0,5.0,4.0,0.0,0.0,2.0,14.0,0.0,99.0,0.0,0.0,17.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,6.0,3.0,38.0,3.0,2.0,7.0
2017,Tripura,South Tripura,South,13.0,0.0,18.0,0.0,4.0,6.0,11.0,0.0,0.0,4.0,20.0,0.0,142.0,1.0,0.0,13.0,2.0,0.0,1.0,8.0,0.0,3.0,2.0,0.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,2.0,4.0,14.0,52.0,4.0,1.0,3.0
2017,Tripura,Unakoti,Unakoti,6.0,0.0,1.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,13.0,1.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,17.0
2017,Tripura,West Tripura,West,33.0,0.0,3.0,39.0,5.0,2.0,17.0,0.0,0.0,15.0,0.0,0.0,188.0,0.0,0.0,18.0,6.0,0.0,4.0,7.0,2.0,15.0,3.0,0.0,27.0,0.0,0.0,20.0,0.0,0.0,0.0,81.0,16.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,16.0,11.0,0.0,1.0,0.0,24.0,12.0,34.0,103.0,32.0,3.0,8.0
2017,Uttar Pradesh,Agra,Agra,117.0,37.0,577.0,0.0,76.0,15.0,148.0,0.0,3.0,244.0,66.0,0.0,333.0,3.0,0.0,0.0,377.0,4.0,19.0,330.0,130.0,192.0,0.0,3.0,78.0,0.0,0.0,0.0,119.0,0.0,0.0,2160.0,89.0,165.0,8.0,0.0,9.0,0.0,0.0,0.0,485.0,0.0,5.0,622.0,0.0,0.0,22.0,0.0,502.0,0.0,1.0,1296.0
2017,Uttar Pradesh,Aligarh,Aligarh,134.0,35.0,0.0,436.0,61.0,13.0,156.0,0.0,0.0,152.0,64.0,0.0,100.0,6.0,450.0,0.0,195.0,2.0,66.0,380.0,35.0,53.0,0.0,0.0,108.0,0.0,0.0,0.0,46.0,3.0,2.0,1064.0,30.0,200.0,16.0,0.0,3.0,0.0,0.0,0.0,368.0,0.0,0.0,464.0,0.0,0.0,26.0,0.0,377.0,17.0,0.0,947.0
2017,Uttar Pradesh,Prayagraj,Prayagraj,107.0,35.0,0.0,469.0,68.0,8.0,112.0,0.0,5.0,248.0,0.0,0.0,177.0,1.0,0.0,0.0,207.0,9.0,21.0,88.0,0.0,323.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,9.0,120.0,2.0,0.0,21.0,0.0,0.0,0.0,449.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,487.0,2658.0,0.0,272.0
2017,Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar,27.0,6.0,163.0,0.0,12.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,83.0,0.0,0.0,30.0,0.0,124.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,0.0,0.0,118.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,23.0,85.0,20.0,235.0,0.0,190.0
2017,Uttar Pradesh,Amethi,Amethi,33.0,8.0,0.0,182.0,16.0,0.0,52.0,0.0,0.0,195.0,2.0,0.0,32.0,0.0,135.0,82.0,0.0,1.0,0.0,227.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,135.0,0.0,0.0,15.0,0.0,82.0,21.0,0.0,168.0
2017,Uttar Pradesh,Amroha,Amroha,46.0,12.0,203.0,0.0,25.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,67.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,37.0,1.0,0.0,3.0,0.0,0.0,0.0,127.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,328.0
2017,Uttar Pradesh,Auraiya,Auraiya,51.0,8.0,215.0,0.0,32.0,3.0,67.0,1.0,0.0,34.0,25.0,0.0,75.0,0.0,0.0,0.0,122.0,0.0,2.0,37.0,9.0,124.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,20.0,41.0,3.0,0.0,0.0,0.0,2.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,4.0,147.0,180.0,457.0,0.0,48.0
2017,Uttar Pradesh,Azamgarh,Azamgarh,65.0,32.0,0.0,0.0,36.0,11.0,79.0,2.0,0.0,0.0,0.0,0.0,374.0,2.0,1.0,97.0,39.0,1.0,4.0,216.0,0.0,185.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,172.0,51.0,0.0,1093.0
2017,Uttar Pradesh,Budaun,Badaun,88.0,31.0,303.0,0.0,51.0,12.0,100.0,0.0,0.0,683.0,9.0,0.0,438.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,12.0,280.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,11.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,0.0,12.0,17.0,56.0,346.0,0.0,0.0,489.0
2017,Uttar Pradesh,Baghpat,Baghpat,57.0,5.0,0.0,0.0,7.0,0.0,69.0,0.0,0.0,103.0,43.0,0.0,11.0,0.0,0.0,13.0,25.0,1.0,11.0,15.0,5.0,111.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,7.0,38.0,3.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,206.0,0.0,403.0
2017,Uttar Pradesh,Bahraich,Bahraich,40.0,22.0,0.0,0.0,62.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,105.0,0.0,0.0,35.0,0.0,245.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,748.0
2017,Uttar Pradesh,Ballia,Ballia,34.0,12.0,216.0,0.0,31.0,6.0,41.0,0.0,0.0,205.0,0.0,0.0,180.0,0.0,0.0,71.0,87.0,4.0,19.0,26.0,0.0,182.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,43.0,3.0,0.0,0.0,0.0,4.0,0.0,8.0,123.0,1.0,0.0,0.0,0.0,13.0,0.0,122.0,121.0,2.0,0.0
2017,Uttar Pradesh,Balrampur,Balrampur,21.0,7.0,58.0,0.0,23.0,3.0,13.0,0.0,3.0,25.0,10.0,12.0,56.0,0.0,0.0,25.0,4.0,1.0,1.0,17.0,0.0,34.0,0.0,0.0,17.0,0.0,1.0,1.0,6.0,0.0,0.0,45.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0,0.0,4.0,16.0,4.0,4.0,129.0,0.0,34.0
2017,Uttar Pradesh,Banda,Banda,36.0,17.0,159.0,0.0,40.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,59.0,24.0,8.0,0.0,52.0,22.0,95.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,78.0,12.0,0.0,105.0
2017,Uttar Pradesh,Bara Banki,Barabanki,55.0,22.0,306.0,0.0,28.0,0.0,29.0,0.0,0.0,88.0,1.0,0.0,171.0,0.0,0.0,77.0,41.0,1.0,5.0,29.0,0.0,169.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,1114.0
2017,Uttar Pradesh,Bareilly,Bareilly,98.0,26.0,392.0,0.0,53.0,0.0,131.0,0.0,0.0,169.0,0.0,0.0,125.0,2.0,0.0,276.0,51.0,4.0,25.0,9.0,19.0,418.0,0.0,0.0,63.0,0.0,0.0,3.0,0.0,0.0,0.0,724.0,24.0,93.0,21.0,0.0,1.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0
2017,Uttar Pradesh,Basti,Basti,42.0,8.0,189.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,40.0,23.0,1.0,5.0,15.0,0.0,134.0,0.0,0.0,46.0,0.0,0.0,0.0,22.0,0.0,0.0,152.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,383.0,0.0,148.0
2017,Uttar Pradesh,Bijnor,Bijnor,92.0,21.0,345.0,0.0,21.0,0.0,121.0,0.0,0.0,299.0,0.0,0.0,38.0,0.0,0.0,0.0,131.0,1.0,12.0,11.0,0.0,195.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,61.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,420.0,0.0,0.0,0.0,0.0,185.0,315.0,0.0,60.0
2017,Uttar Pradesh,Bulandshahr,Bulandshahar,139.0,17.0,212.0,171.0,45.0,14.0,140.0,3.0,4.0,0.0,30.0,0.0,19.0,1.0,0.0,77.0,134.0,6.0,6.0,35.0,25.0,306.0,0.0,1.0,163.0,0.0,0.0,0.0,1.0,0.0,0.0,747.0,14.0,157.0,16.0,0.0,4.0,25.0,25.0,0.0,35.0,0.0,3.0,391.0,0.0,0.0,4.0,0.0,394.0,146.0,0.0,218.0
2017,Uttar Pradesh,Chandauli,Chandoli,14.0,8.0,0.0,123.0,17.0,1.0,15.0,0.0,0.0,8.0,12.0,8.0,156.0,1.0,0.0,22.0,16.0,1.0,4.0,23.0,3.0,71.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,147.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,53.0,0.0,55.0,0.0,5.0,4.0,34.0,8.0,318.0,0.0,188.0
