year,state_name,district_name,registration_circles,murder,homicide,hit_and_run,acdnt_other_than_hit_and_run_,dowry_deaths,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_suicide,miscarr_infant_foetic_aband,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,vlntrly_caus_grvus_hurt,acid_attack,grvus_hrt_lf_safety,assault_on_women,sex_hrrsmt_other_places,voyeurism,stalking,other_kidnp_abduc,kidnp_abdctn_murder,kidnp_abdctn_marrg,proc_minor_girls,human_trafficking,rape,ofnc_agnst_state_other,rioting_sectarian,rioting_political,rioting_agrarian,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,extortion_and_blackmailing,robbery,dacoity,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,cheating,forgery,sale_food_drugs,rash_driving_pub_way,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crlty_husbnd_relatives,criminal_intimidation,insult_modesty_women,other_ipc_crimes,lat,lon
2017,Manipur,Ukhrul,Ukhrul,9.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0982654,94.363167
2017,Meghalaya,North Garo Hills,Garo Hills North,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,25.8619841,90.7017705
2017,Meghalaya,Ri Bhoi,Ri-Bhoi,9.0,1.0,8.0,28.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,11.0,0.0,9.0,25.8764026,91.8567574
2017,Mizoram,Aizawl,Aizawl,8.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,2.0,0.0,8.0,0.0,0.0,10.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0,4.0,11.0,12.0,10.0,1.0,1.0,10.0,23.7277631,92.7179947
2017,Mizoram,Champhai,Champhai,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,23.6317319,93.3493185
2017,Mizoram,Kolasib,Kolasib,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,12.0,0.0,8.0,2.0,10.0,0.0,1.0,24.2312934,92.6766233
2017,Mizoram,Lawngtlai,Lawngtlai,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,22.3913377,92.7397189
2017,Mizoram,Lunglei,Lunglei,3.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,0.0,15.0,22.9519972,92.6338827
2017,Mizoram,Mamit,Mamit,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,8.0,0.0,5.0,23.7564387,92.4515374
2017,Mizoram,Siaha,Saiha,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,13.0,0.0,1.0,22.4882797,92.9822302
2017,Mizoram,Serchhip,Serchhip,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,23.3052514,92.8455123
2017,Mizoram,Aizawl,Spl Narcotic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7277631,92.7179947
2017,Nagaland,Dimapur,Dimapur,17.0,0.0,4.0,23.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,196.0,92.0,24.0,2.0,0.0,3.0,1.0,0.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,13.0,25.9041378,93.7177609
2017,Nagaland,Kiphire,Kiphire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.8117088,94.8474036
2017,Nagaland,Kohima,Kohima,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,8.0,0.0,1.0,25.6618755,94.1019156
2017,Nagaland,Longleng,Longleng,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.5839315,94.8045481
2017,Nagaland,Mokokchung,Mokokchung,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,26.4795861,94.5105275
2017,Nagaland,Mon,Mon,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.666667,95.0
2017,Nagaland,Peren,Peren,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.4502306,93.6001154
2017,Nagaland,Phek,Phek,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.6514473,94.3809788
2017,Nagaland,Tuensang,Tuensang,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.2342107,94.741553
2017,Nagaland,Wokha,Wokha,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.2422509,94.1921153
2017,Nagaland,Zunheboto,Zunheboto,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0123802,94.5123719
2017,Odisha,Anugul,Angul,43.0,0.0,204.0,0.0,16.0,0.0,158.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,30.0,2.0,10.0,14.0,0.0,0.0,0.0,4.0,59.0,0.0,0.0,4.0,1.0,0.0,2.0,91.0,21.0,115.0,26.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,165.0,0.0,0.0,21.0,0.0,68.0,0.0,27.0,514.0,20.8411255,85.0804007
2017,Odisha,Baleshwar,Balasore,45.0,0.0,230.0,2.0,31.0,12.0,121.0,1.0,0.0,0.0,0.0,0.0,170.0,1.0,0.0,432.0,55.0,0.0,9.0,33.0,0.0,43.0,0.0,0.0,105.0,0.0,0.0,5.0,0.0,0.0,0.0,117.0,22.0,93.0,25.0,0.0,3.0,0.0,0.0,0.0,130.0,2.0,0.0,5.0,0.0,0.0,31.0,0.0,95.0,815.0,37.0,253.0,21.5197916,86.8790638
2017,Odisha,Bargarh,Baragarh,29.0,0.0,118.0,0.0,8.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,318.0,65.0,5.0,9.0,98.0,0.0,2.0,0.0,0.0,38.0,0.0,2.0,10.0,0.0,0.0,1.0,90.0,4.0,45.0,6.0,0.0,2.0,0.0,0.0,0.0,53.0,2.0,0.0,134.0,0.0,0.0,15.0,0.0,36.0,381.0,2.0,291.0,21.2319922,83.5652737
2017,Odisha,Baleshwar,Berhampur,15.0,0.0,107.0,0.0,5.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,103.0,40.0,1.0,18.0,89.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,6.0,1.0,0.0,5.0,143.0,33.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,95.0,0.0,0.0,8.0,0.0,29.0,162.0,47.0,0.0,21.5197916,86.8790638
2017,Odisha,Bhadrak,Bhadrak,33.0,0.0,106.0,0.0,18.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,280.0,65.0,2.0,10.0,37.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,28.0,0.0,0.0,4.0,24.0,5.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,131.0,0.0,0.0,77.0,0.0,48.0,159.0,10.0,487.0,20.9854052,86.5934226
2017,Odisha,Balangir,Bolangir,34.0,0.0,136.0,0.0,2.0,0.0,101.0,1.0,0.0,224.0,0.0,203.0,121.0,0.0,0.0,231.0,29.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,19.0,60.0,11.0,0.0,3.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,59.0,28.0,7.0,485.0,20.6095183,83.1673029
2017,Odisha,Boudh,Boudh,13.0,0.0,49.0,0.0,2.0,0.0,58.0,0.0,0.0,24.0,0.0,0.0,47.0,0.0,0.0,60.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,51.0,2.0,7.0,222.0,20.6407463,83.9969704
2017,Odisha,Cuttack,Cuttack,29.0,0.0,171.0,0.0,21.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,134.0,23.0,1.0,1.0,88.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,6.0,0.0,0.0,7.0,47.0,22.0,68.0,18.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,149.0,0.0,0.0,42.0,0.0,41.0,536.0,9.0,419.0,20.4686,85.8792
2017,Odisha,Deogarh,Deogarh,13.0,0.0,41.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,86.0,6.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,53.0,0.0,0.0,7.0,0.0,27.0,219.0,2.0,0.0,21.5370786,84.7301184
2017,Odisha,Dhenkanal,Dhenkanal,31.0,0.0,150.0,0.0,18.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,168.0,59.0,2.0,3.0,82.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,11.0,0.0,0.0,2.0,30.0,18.0,63.0,14.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,171.0,0.0,0.0,21.0,0.0,42.0,528.0,27.0,135.0,20.8351494,85.6022305
2017,Odisha,Gajapati,Gajapati,19.0,0.0,42.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,9.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,19.0,4.0,0.0,19.1966026,84.1930634
2017,Odisha,Ganjam,Ganjam,72.0,15.0,274.0,0.0,26.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,153.0,105.0,5.0,36.0,32.0,0.0,7.0,0.0,1.0,98.0,0.0,0.0,40.0,0.0,0.0,2.0,87.0,26.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,44.0,110.0,19.6090068,84.7080633
2017,Odisha,Jagatsinghapur,Jagatsinghpur,25.0,0.0,0.0,82.0,6.0,15.0,90.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,151.0,28.0,2.0,4.0,51.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0,0.0,1.0,27.0,25.0,63.0,10.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,62.0,549.0,6.0,97.0,20.1801473,86.3414874
2017,Odisha,Jajapur,Jajpur,71.0,0.0,241.0,0.0,43.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,149.0,4.0,0.0,73.0,63.0,7.0,7.0,62.0,0.0,30.0,0.0,0.0,93.0,0.0,0.0,13.0,0.0,0.0,0.0,157.0,1.0,114.0,18.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,299.0,0.0,0.0,25.0,0.0,61.0,0.0,9.0,1459.0,20.8277892,86.3798353
2017,Odisha,Jharsuguda,Jharsuguda,24.0,0.0,84.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,112.0,12.0,1.0,5.0,76.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,13.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,194.0,0.0,0.0,11.0,0.0,14.0,335.0,6.0,51.0,21.8019368,83.9713964
2017,Odisha,Kalahandi,Kalahandi,47.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,368.0,38.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,74.0,3.0,0.0,0.0,1.0,0.0,0.0,28.0,9.0,26.0,11.0,0.0,1.0,0.0,3.0,0.0,99.0,0.0,0.0,323.0,6.0,0.0,18.0,0.0,75.0,1000.0,26.0,211.0,19.8265756,83.0408702
2017,Odisha,Kandhamal,Kandhamal,43.0,0.0,66.0,1.0,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,82.0,30.0,1.0,4.0,0.0,0.0,18.0,0.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,108.0,35.0,9.0,0.0,20.1306939,84.0790476
2017,Odisha,Kendrapara,Kendrapara,39.0,0.0,0.0,73.0,0.0,0.0,246.0,0.0,0.0,34.0,0.0,0.0,67.0,0.0,0.0,82.0,33.0,2.0,0.0,58.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,61.0,8.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,6.0,0.0,0.0,25.0,0.0,206.0,122.0,26.0,230.0,20.5475164,86.5296168
2017,Odisha,Kendujhar,Keonjhar,56.0,0.0,235.0,0.0,19.0,4.0,131.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,354.0,42.0,2.0,7.0,52.0,0.0,26.0,0.0,1.0,87.0,0.0,0.0,14.0,0.0,0.0,1.0,95.0,20.0,59.0,11.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,198.0,333.0,8.0,215.0,21.5892323,85.6687841
2017,Odisha,Khordha,Khurda,42.0,0.0,140.0,0.0,16.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,256.0,2.0,0.0,30.0,0.0,1.0,10.0,92.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,1.0,0.0,2.0,67.0,7.0,77.0,15.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,219.0,14.0,341.0,20.0538149,85.5023308
2017,Odisha,Koraput,Koraput,55.0,0.0,189.0,0.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,38.0,4.0,12.0,66.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,6.0,0.0,0.0,3.0,64.0,19.0,69.0,42.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,215.0,0.0,0.0,4.0,0.0,88.0,291.0,15.0,87.0,18.7232023,82.6100596
2017,Odisha,Malkangiri,Malkangiri,29.0,3.0,49.0,0.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,79.0,10.0,1.0,2.0,33.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,2.0,5.0,0.0,0.0,16.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,68.0,0.0,0.0,8.0,0.0,42.0,47.0,11.0,46.0,18.2744685,81.9520316
2017,Odisha,Mayurbhanj,Mayurbhanj,77.0,3.0,243.0,0.0,0.0,4.0,148.0,1.0,0.0,11.0,11.0,1.0,31.0,2.0,0.0,228.0,41.0,0.0,1.0,16.0,0.0,8.0,0.0,4.0,149.0,0.0,0.0,6.0,0.0,0.0,1.0,53.0,17.0,53.0,14.0,0.0,1.0,1.0,6.0,2.0,73.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,267.0,558.0,14.0,131.0,21.9156338,86.3961824
2017,Odisha,Nayagarh,Nayagarh,30.0,0.0,2.0,0.0,2.0,0.0,24.0,2.0,0.0,23.0,15.0,0.0,7.0,0.0,0.0,3.0,30.0,1.0,6.0,0.0,0.0,4.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,44.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,46.0,116.0,1.0,465.0,20.2393682,85.050728
2017,Odisha,Nabarangpur,Nabarangpur,29.0,0.0,0.0,77.0,2.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,192.0,34.0,4.0,7.0,30.0,0.0,53.0,1.0,6.0,72.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,61.0,0.0,18.0,20.0,19.2392083,82.5475064
2017,Odisha,Nuapada,Nuapada,14.0,0.0,46.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,175.0,5.0,0.0,1.0,46.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,86.0,0.0,0.0,9.0,0.0,44.0,414.0,8.0,175.0,20.5412657,82.5292352
2017,Odisha,Puri,Puri,61.0,0.0,140.0,0.0,32.0,0.0,132.0,0.0,0.0,154.0,0.0,0.0,142.0,0.0,0.0,227.0,63.0,4.0,7.0,124.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,13.0,0.0,0.0,7.0,159.0,37.0,142.0,21.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,57.0,1029.0,19.0,70.0,19.8343066,85.6853295
2017,Odisha,Rayagada,Rayagada,39.0,0.0,108.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,52.0,9.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,18.0,11.0,4.0,0.0,1.0,1.0,8.0,0.0,31.0,1.0,0.0,136.0,0.0,0.0,8.0,0.0,117.0,342.0,7.0,0.0,19.4426698,83.5873053
2017,Odisha,Sundargarh,Rourkela,50.0,0.0,193.0,0.0,7.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,122.0,0.0,0.0,15.0,120.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,22.0,109.0,19.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,70.0,401.0,17.0,229.0,22.0605153,83.9359154
2017,Odisha,Sambalpur,Sambalpur,38.0,0.0,242.0,0.0,10.0,0.0,65.0,2.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,221.0,34.0,8.0,19.0,93.0,0.0,0.0,0.0,4.0,73.0,0.0,0.0,2.0,0.0,0.0,12.0,120.0,19.0,123.0,16.0,0.0,1.0,0.0,0.0,0.0,134.0,0.0,0.0,328.0,0.0,0.0,15.0,0.0,68.0,258.0,28.0,812.0,21.5570606,84.1528515
2017,Odisha,Sonepur,Sonepur,16.0,0.0,63.0,0.0,8.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,77.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,23.0,4.0,21.0,6.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,110.0,0.0,0.0,4.0,0.0,16.0,334.0,0.0,28.0,20.8453864,83.909083
2017,Odisha,Cuttack,Srp(Cuttack),2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,12.0,20.4686,85.8792
